"Time"	G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
750	0.2105927	0.0671156	0.1273518	0.6963934	0.3868423	0.6860871	0.3091662	0.0620794	0.0002678	0.4532153	0.2642563	0.4360773	0.6123734
800	0.1914928	0.1350268	0.1127177	0.6156798	0.3606580	0.6432151	0.3044168	0.0753751	0.0000114	0.3063284	0.2004663	0.3948098	0.5742915
850	0.1466993	0.0773722	0.1086081	0.4803692	0.4124808	0.5766547	0.3050378	0.0712274	0.0016069	0.2818897	0.1354315	0.3486112	0.5507253
900	0.1857593	0.1413972	0.1475107	0.6267224	0.4113857	0.5966828	0.3823159	0.0604504	0.0001646	0.2589442	0.0752238	0.3074107	0.5629767
950	0.1718651	0.1364976	0.0949665	0.6707632	0.3583395	0.5932243	0.3726361	0.0671261	0.0059318	0.3306968	0.0852293	0.2869190	0.6118055
1000	0.2705554	0.0675230	0.1472641	0.7464351	0.4120908	0.6571727	0.3956285	0.0733874	0.0001564	0.4135228	0.2477767	0.2881582	0.6823921

0	0.2850641	0.0985127	0.0822874	0.5905862	0.4035611	0.6090734	0.4131174	0.0747914	0.0013365	0.2870806	0.3086321	0.3937052	0.6244937
50	0.1990399	0.0833508	0.1133213	0.6286753	0.5191786	0.5893482	0.3774287	0.0634716	0.0005956	0.2412810	0.2430375	0.3816364	0.6793904
100	0.2254870	0.0817321	0.1017457	0.5836096	0.4358784	0.4007317	0.3755097	0.0221272	0.0001583	0.3517219	0.1013764	0.3293430	0.7829177
150	0.2066793	0.1054178	0.1457367	0.6934743	0.2210690	0.4157386	0.3944604	0.0065275	0.0013108	0.3791020	0.1297080	0.3211145	0.6448039
200	0.2073848	0.0720447	0.1663773	0.6221513	0.2977129	0.3990255	0.3698137	0.0013595	0.0018574	0.4136621	0.1079323	0.4158152	0.6747623
250	0.1428947	0.1067920	0.1329981	0.5781497	0.3193729	0.4463655	0.4141551	0.0019851	0.0004139	0.3447445	0.0761104	0.3049469	0.6545477
300	0.1863500	0.1264994	0.1392875	0.4919591	0.3313980	0.3242709	0.4998221	0.0038402	0.0000000	0.3480891	0.0534044	0.2231946	0.5921817
350	0.1706792	0.1172901	0.1293131	0.5623343	0.2877766	0.3557051	0.4188240	0.0008230	0.0006355	0.4148751	0.0690182	0.2269853	0.6884179
400	0.2049124	0.0976000	0.1207249	0.5982271	0.1734726	0.2520374	0.5570428	0.0005307	0.0019250	0.3967273	0.0392187	0.2035801	0.6701181
450	0.1616432	0.1642486	0.1755915	0.5507033	0.1680103	0.2686807	0.4799053	0.0005368	0.0004588	0.5479049	0.0676406	0.1487527	0.5604319
500	0.2035688	0.1064164	0.0894285	0.5589977	0.1558616	0.4059385	0.5459089	0.0030521	0.0009030	0.6131548	0.0448675	0.2278431	0.5781711
550	0.1508581	0.1399454	0.0749262	0.7083659	0.1578124	0.4346863	0.5593981	0.0080688	0.0007542	0.5159572	0.0303429	0.1679313	0.6047415
600	0.1261318	0.2028414	0.0866957	0.5308581	0.2226858	0.4840047	0.3690896	0.0111032	0.0055301	0.5172203	0.0498588	0.1583501	0.6898698
650	0.1250275	0.1246916	0.0728184	0.5356672	0.3230593	0.5457321	0.3180792	0.0426776	0.0002690	0.3804760	0.0607801	0.1667091	0.6163728
700	0.1461348	0.1423672	0.1064710	0.5621859	0.2547884	0.6855830	0.4023892	0.0382103	0.0007911	0.3284331	0.0451450	0.1626163	0.6411781
750	0.2263657	0.0636438	0.0739785	0.5227786	0.2902659	0.5447496	0.4221669	0.0388711	0.0047247	0.3338618	0.1301418	0.1375044	0.5901046
800	0.1722775	0.1710196	0.1058150	0.5920929	0.3310924	0.6689080	0.3582249	0.0756924	0.0026566	0.3155267	0.0938289	0.2649955	0.5680731
850	0.2250123	0.0905081	0.1328378	0.5642258	0.3512948	0.5984851	0.3364206	0.0683628	0.0030616	0.3458037	0.1486462	0.2277943	0.6200391
900	0.1445889	0.1065070	0.0906183	0.5800179	0.5170450	0.6501349	0.2890806	0.0746457	0.0011586	0.3021911	0.2110966	0.2987286	0.6084263
950	0.2151468	0.0761195	0.1550938	0.6563016	0.3645458	0.5138070	0.4604917	0.0806587	0.0002254	0.2852744	0.1899204	0.3246875	0.5838387
1000	0.2426680	0.0925972	0.1204647	0.7123781	0.3206043	0.6851083	0.3621590	0.0679235	0.0049870	0.4052529	0.2435211	0.3809914	0.6938897

0	0.1917237	0.1099343	0.0811268	0.6415872	0.4743759	0.5789528	0.3902258	0.0670567	0.0006991	0.3289098	0.3256964	0.3758242	0.5318151
50	0.2261496	0.0896700	0.1879343	0.5551571	0.3873919	0.7843573	0.4387648	0.0440073	0.0011717	0.1749780	0.2532913	0.3987881	0.5200785
100	0.2160708	0.0799858	0.0829060	0.6222575	0.4809820	0.7260359	0.4249098	0.1381095	0.0011450	0.1484453	0.2509766	0.3254025	0.7562098
150	0.2266909	0.0816611	0.1442574	0.6585768	0.4862206	0.8687309	0.3592430	0.0848990	0.0015614	0.1418241	0.3995495	0.3794725	0.5596793
