"Time"	G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
650	0.3460994	0.2197892	0.1952395	0.8574466	0.5610690	0.9763543	0.5796171	0.1422311	0.0012734	0.5667162	0.3798245	0.5311422	0.9221421
700	0.3043118	0.2132129	0.1809120	0.8945469	0.5980776	1.0171553	0.6176661	0.1038958	0.0012451	0.5302357	0.4107113	0.4977617	0.9935450
750	0.2614631	0.1992048	0.2212961	0.9309078	0.6713271	1.0007956	0.5806103	0.1084097	0.0036402	0.4532574	0.2972492	0.4994919	1.0084586
800	0.3269800	0.1868614	0.1963058	0.9792750	0.6216064	0.9724579	0.4805671	0.1233661	0.0003024	0.4311812	0.2271340	0.5043539	0.9560851
850	0.2916094	0.1386651	0.1448344	0.9687230	0.6393022	0.9323963	0.5270404	0.1058381	0.0021122	0.4556659	0.3366900	0.5056695	0.9322520
900	0.3066893	0.1311765	0.1788536	1.0099513	0.5519315	1.0012914	0.5692218	0.0973842	0.0026095	0.4461620	0.2746823	0.5219533	1.0306954
950	0.3183698	0.1489472	0.1938804	0.9911618	0.6462926	1.0165900	0.4732886	0.0939744	0.0004841	0.4470221	0.3426065	0.4464851	1.0230254
1000	0.3397980	0.1399838	0.1952938	1.0478570	0.5992796	1.0278163	0.5724657	0.0912411	0.0005019	0.4572616	0.4124798	0.5240346	0.9639414

0	0.3733158	0.1178535	0.1619800	0.9785411	0.7252006	1.0143694	0.6307295	0.0913271	0.0011528	0.4668029	0.4866856	0.5481668	0.8698960
50	0.3534322	0.2298300	0.4125566	1.0591944	0.6942234	0.9427914	0.5152409	0.1256429	0.0961503	0.3455646	0.3707147	0.4964486	0.9340848
100	0.3300334	0.1532595	0.5503385	1.0653240	0.6573139	0.9306690	0.3494443	0.1488082	0.2026889	0.2855935	0.3615879	0.5732937	1.0054292
