"Time"	G0	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15
800	0.9961361	0.5768229	0.0613541	0.6696917	0.4981261	0.6720062	0.0081941	0.7555245	0.4815369	0.5662375	0.2759911	0.3364408	0.2615296	0.7507728	0.0302093	0.7463737
850	0.9986568	0.5922978	0.0582763	0.6489728	0.4961319	0.6738273	0.0086816	0.7583301	0.4719857	0.5661533	0.2722660	0.3063044	0.2603242	0.7517797	0.0297568	0.7471551
900	0.9995406	0.5989893	0.0581086	0.6342395	0.4935227	0.6743378	0.0087213	0.7596418	0.4676760	0.5660998	0.2708514	0.2906397	0.2596525	0.7525532	0.0295323	0.7472546
950	0.9998449	0.6016964	0.0590041	0.6256277	0.4915132	0.6741540	0.0085853	0.7608606	0.4658141	0.5660696	0.2704556	0.2828923	0.2591080	0.7531046	0.0294397	0.7471120
1000	0.9999482	0.6027051	0.0600155	0.6211895	0.4902502	0.6737632	0.0084299	0.7620459	0.4650489	0.5660541	0.2704260	0.2792097	0.2586610	0.7535270	0.0294175	0.7469052

0	1.0000000	0.6030566	0.0618306	0.6177147	0.4888843	0.6728174	0.0081519	0.7648556	0.4646461	0.5660401	0.2706334	0.2762322	0.2578110	0.7545620	0.0295179	0.7460929
50	0.9590123	0.6007144	0.0621268	0.6160703	0.5308122	0.6739879	0.0087153	0.8210606	0.4659351	0.6226013	0.2092613	0.2798397	0.2587305	0.7563635	0.0199062	0.6351979
100	0.9157426	0.5879067	0.0639619	0.6088338	0.5693608	0.6799841	0.0116215	0.8730478	0.4735393	0.6867869	0.1504532	0.3018272	0.2631750	0.7643390	0.0096057	0.5242676
150	0.8932742	0.5701035	0.0670390	0.6032785	0.5862672	0.6876367	0.0152475	0.8887777	0.4849634	0.7238632	0.1237168	0.3366070	0.2686130	0.7724930	0.0041974	0.4668546
200	0.8836272	0.5553511	0.0699424	0.6036698	0.5928080	0.6936486	0.0178269	0.8870517	0.4950528	0.7420565	0.1139695	0.3696103	0.2727312	0.7772284	0.0018680	0.4407745
250	0.8798427	0.5459172	0.0717911	0.6077166	0.5956571	0.6975670	0.0192426	0.8814057	0.5018145	0.7504131	0.1108442	0.3938369	0.2752503	0.7791602	0.0009588	0.4294493
300	0.8784344	0.5407512	0.0725607	0.6122731	0.5971905	0.6999459	0.0199558	0.8765584	0.5056432	0.7541323	0.1099403	0.4091134	0.2766449	0.7796577	0.0006246	0.4246853
350	0.8779283	0.5382129	0.0726442	0.6157892	0.5981171	0.7013535	0.0203267	0.8732555	0.5075772	0.7557611	0.1097037	0.4178285	0.2773885	0.7796134	0.0005063	0.4227663
400	0.8777509	0.5370738	0.0724348	0.6180228	0.5986781	0.7021833	0.0205345	0.8711744	0.5084747	0.7564684	0.1096475	0.4224574	0.2777839	0.7794371	0.0004654	0.4220473
450	0.8776898	0.5366084	0.0721732	0.6192695	0.5990018	0.7026747	0.0206565	0.8699046	0.5088628	0.7567741	0.1096347	0.4247856	0.2779961	0.7792730	0.0004513	0.4218126
500	0.8776691	0.5364402	0.0719604	0.6198983	0.5991779	0.7029656	0.0207281	0.8691465	0.5090198	0.7569058	0.1096311	0.4259064	0.2781110	0.7791545	0.0004462	0.4217596
550	0.9186498	0.5390554	0.0714417	0.6220762	0.5565235	0.7018894	0.0198018	0.8062119	0.5072758	0.7003593	0.1755111	0.4218009	0.2774306	0.7772787	0.0288564	0.5323157
